correo,dominio,tipo,fuente_origen
19h00114.institucion@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
19h00246.institucion@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
19h00248.institucion@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
19h00249.institucion@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
19h00250.institucion@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
19h00255.institucion@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
19h00549.institucion@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
3denoviembreescuela@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
8septiembreescuelaq@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
a.martillo@cenu.edu.ec,cenu.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
aalmeida@humane.edu.ec,humane.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
aamorocho_est@utmachala.edu.ec,utmachala.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
abyepez@espe.edu.ec,espe.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
acolegioclarac14@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
administracion@gloriagorelik.edu.ec,gloriagorelik.edu.ec,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
adriana.carrillo@uisek.edu.ec,uisek.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
aetuda@uazuay.edu.ec,uazuay.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
amadita@becquerel.edu.ec,becquerel.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
amaya@ecomundo.edu.ec,ecomundo.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
amparitoloorhotmail.com@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
atp@espol.edu.ec,espol.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
avguerrero@puce.edu.ec,puce.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
bernardino@cbecheverria.edu.ec,cbecheverria.edu.ec,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
cbonilla@southamerican.edu.ec,southamerican.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
cdaguilar@utpl.edu.ec,utpl.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
cesaryamberla@lainmaculada.edu.ec,lainmaculada.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
cescudero@colegiomenor.edu.ec,colegiomenor.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
cescuelanuevoamanecer@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
cglopez@espol.edu.ec,espol.edu.ec,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
col.calderon@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
col.chimborazo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
col.cincodfebrero@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
col.enriqueponcel@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
col.part.ferroviario@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
col.santiago_roldos@live.com,live.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colecturia@bethlemitas.edu.ec,bethlemitas.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
colegio.apostolico@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio.atahualpa@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio.cc@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegio.gonzalezsuarez@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegio10deagosto@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegio22dediciembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio25julio@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio6dediciembre@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
colegio@heraldos.ec,heraldos.ec,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegioalbertinarivas@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegioalmindaris@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegioamericasquitumbe@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegioarizagaluque@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegioauroraestradaderamirez@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiobrooklyn@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiocapsg@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiocloyola@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegioeloyalfaro_duran@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegioeltriunfo@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegioenriqueuraga@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiofiscalcabuyal@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiofiscaljoseabelcastillo@hotmal.es,hotmal.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiogae@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiogaloplazalassosf@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegiogoz@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
colegiojesusmaria@homail.com,homail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiojuanmontalvo_fiallos@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiokennedysalinas@hotmai.com,hotmai.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiolaurel@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiomanuelcordovagalarza@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegiomariamagdalena@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegiomaue@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
colegiomilenium99@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiomilitar8@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiomocache@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
colegiomurillo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegionacional16demayo@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegionacionalpueblonuevo@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
colegionuestromundosalitre@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiopadrecarlosmantilla@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegioparticularadistancia.jualeonmera2002@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegioparticularbalzar@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiopetrillo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegioporvenir26@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegioprovinciadeimbabura@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiopueblonuevo@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiopuna@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegioreplicavicenterocafuerte@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegiosoldadomonge@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegioue@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegiovinces@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegio_ancon@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio_apch_sm@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
colegio_felixgranja2003@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegio_ibero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio_isidroayoracueva@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio_lase@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio_ngalapagos@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
colegio_nueva_generacion@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio_peniel@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio_riopuca@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
colegio_rohde@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio_sanesteban@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colegio_vpc@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
colon.laje@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
compras@colegiobritanico.edu.ec,colegiobritanico.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
contabilidad@ellibertador.edu.ec,ellibertador.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
contabilidad@emanuel.edu.ec,emanuel.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
corganizacional@uees.edu.ec,uees.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
cpila@victoriaacademy.edu.ec,victoriaacademy.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
cvchavez@sfelipeneri.edu.ec,sfelipeneri.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
colegionacionaldaule@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
dario.paez@smaris.edu.ec,smaris.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
djaramillo@utpl.edu.ec,utpl.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
dmguevara@puce.edu.ec,puce.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
dmmera@uees.edu.ec,uees.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
dperez@internacional.edu.ec,internacional.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
e-documentos@ipac.edu.ec,ipac.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
eduardoarauz@liceocristiano.edu.ec,liceocristiano.edu.ec,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
emora@cenu.edu.ec,cenu.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
eperezy@cpu.edu.ec,cpu.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
escuela-angela-aviles@hmail.com,hmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela-eugenioespejo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela-ilustremunicipiorellana@hotmail.con,hotmail.con,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.galapagos@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.h.miguel@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela.rmv@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela13deagosto@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela18denoviembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela21demayo@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela27defebrero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela27defebrero@live.com,live.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela27denoviembre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela9octubre@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelaalmirantecolon@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaanasalazar@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelaangelsochoa@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaarquimides@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaatenas@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelabartolome@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelacarlosyuquimedina@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelaceforacarrillo2@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelacomienzos@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escueladavalos@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escueladelideres2008@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaecuador4@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelaeloyalfaro@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaeloyalfaro_1900@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaeugenioespejo2011@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaf19pmn@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelafermincevallos@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafhr@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelafiscal13sn@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelafiscalegg151@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelafiscaleloyalfarodaule@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafiscaljaimeroldos_a@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafiscalmean@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafiscalmixta13_libertad@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafiscalmixta21dragermaniafigueroaleon@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafiscalmixtajaimeroldosaguilera@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafiscalpadreplacidomunozmacias@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafiscalpdj209@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelafiscalsimonortegadiaz@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafiscalsinnombre@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafiscal_camilomontenegro@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelafrankvargas@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelageneralvernaza@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaguayasaminduran@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelahectorabelardo@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaheroesdetiwintza@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelahumbertogavilanez@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaingenieroscivilescotopaxi@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelajfc1978@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelajgl@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelajorgecrespotoral@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelajoseperalta1@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelajuana@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelalaflorida7@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelalatola2010@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelalaunioncarrizal@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaliassaltos@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaloschimbos@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelalosshirys23@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaluisfelipeborja@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaluisstacey@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelamancocapac@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelamanuelitasaenz@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelamcanizares@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelamediform@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelansr@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelanuevafundacion@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaottoarosemena@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaottoarosemenagomez16@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelapadreeterno@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelapaquisha@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelapatrianueva@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelapea@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaperezguerrero@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelapichilingue@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaplaton@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaprovinciaddebolivar@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaqlibre@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaramonjustinozambrano@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelarchile21@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelaremigiotamariz@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaritalecumberri@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelaruminahui@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelasanmiguel@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelasantarsicio@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelasantateresita@hotmail.es,hotmail.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelasietedeagosto@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelasietelagos@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelasimonbolivarguaranda@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelasinnombre47@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelatenienteabdonc@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelateodorowolf@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelatomebamba@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuelaunionchimboracense@live.com,live.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuelavanguardia@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuelavictorlazoalarconn3@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_achm@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_camilo_ponce@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_canari@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_carmenmontenegro@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_eloyalfaro1@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_fic@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_félixsarmiento@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_gandhi@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_j.m.l_montanita@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_ladolorosa_de_balzar@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_maria_agustina_solorzano_robles@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_nsc@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
escuela_nuevo_amanecer@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_riomashpi@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_sanramon@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_tc@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_teodoroortoz@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
escuela_vicenterocafuerte@yahoo.com,yahoo.com,Educación / Colegio / Escuela (AMIE),Consolidado
facturaprov@anai.edu.ec,anai.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
facturas@uazuay.edu.ec,uazuay.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
facturas@udla.edu.ec,udla.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
gerenciafinanciera@nenes.edu.ec,nenes.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
gmarquez@umet.edu.ec,umet.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
gmoreira@ueldv.edu.ec,ueldv.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
gperez@tecnologicoargos.edu.ec,tecnologicoargos.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
grupoescuela_3042@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
guadalupe.jara@shalon.edu.ec,shalon.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
gvela@ide.edu.ec,ide.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
ipac@ipac.edu.ec,ipac.edu.ec,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
icavagnaro@uees.edu.ec,uees.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
infoinfo@universidadecotec.edu.ec,universidadecotec.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
infoinfo@upacifico.edu.ec,upacifico.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
inoe@liceocristiano.edu.ec,liceocristiano.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
iruiz@espol.edu.ec,espol.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
ivera@liceopanamericano.edu.ec,liceopanamericano.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
jardin-escuelaucs5@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
jardinescuelalahuella@gmail.com,gmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
jardinescuelamariauxiliadora@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
jardinescuelapuertoazul@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
jardinescuelarutadelsol@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),Consolidado
jardin_escuela@hotmail.com,hotmail.com,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
jbpcolegio@yahoo.es,yahoo.es,Educación / Colegio / Escuela (AMIE),Consolidado
jmleon26@utpl.edu.ec,utpl.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
jota@educacion.gob.ec,educacion.gob.ec,Educación / Colegio / Escuela (AMIE),Consolidado
jpaltamirano@puce.edu.ec,puce.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
jponce@jkepler.edu.ec,jkepler.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
jrodriguez@torremar.edu.ec,torremar.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
jshenaop@pucesd.edu.ec,pucesd.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
juanpablobarzallo@santana.edu.ec,santana.edu.ec,Educación / Colegio / Escuela (AMIE),Consolidado
jvilla@cees.edu.ec,cees.edu.ec,Educación / Colegio / Escuela (AMIE),2324 cole nuev.csv
